# ID, Label, Sum, Omnivariance, Eigenentropy, Linearity, Planarity, Sphericity, Anisotropy,Relative Height, Area Bounding Box, Area Oriented Bounding Box, Aspect Ratio, Density m2,Density m3, Area Convex Hull, Shape Index , Distance Z, Distance XY
 180.00000,   1.00000,   1.80533,   0.28367,   0.51651,   0.80433,   0.15852,   0.03715,   0.96285,   0.95000,   8.44595,   8.44595,   2.00977,  17.52320,  18.44547,   7.44340,   0.68287,   0.04547,   0.02914
 181.00000,   1.00000,   2.35808,   0.33925,   0.50683,   0.78901,   0.18423,   0.02676,   0.97324,   1.10000,  12.56095,  12.54049,   2.23951,  30.46133,  27.69212,  11.50012,   0.83120,   0.15338,   0.05201
 182.00000,   1.00000,   1.93094,   0.31380,   0.55015,   0.76667,   0.19555,   0.03778,   0.96222,   1.04000,  10.44109,  10.42269,   2.05109,  32.81303,  31.55099,   9.18636,   0.75190,   0.09632,   0.09978
 183.00000,   1.00000,   2.54644,   0.36858,   0.46823,   0.83990,   0.12801,   0.03210,   0.96790,   1.48000,  11.81288,  11.71056,   2.58920,  31.76621,  21.46367,  10.47317,   0.75919,   0.23605,   0.03617
 184.00000,   1.00000,   3.22483,   0.49072,   0.44045,   0.89402,   0.05442,   0.05157,   0.94843,   1.63000,  12.31011,  12.12051,   2.86269,  28.95918,  17.76637,  11.10201,   0.77506,   0.17981,   0.09945
 185.00000,   1.00000,   3.22242,   0.52104,   0.47818,   0.87087,   0.07488,   0.05425,   0.94575,   1.32000,  15.92953,  15.11172,   2.44038,  24.35196,  18.44846,  13.31413,   0.87027,   0.00535,   0.23980
 186.00000,   1.00000,   2.13715,   0.25077,   0.39898,   0.86701,   0.11444,   0.01855,   0.98145,   0.96000,   9.23400,   9.29968,   2.52806,  29.24831,  30.46699,   8.43776,   0.69141,   0.19982,   0.02931
 187.00000,   1.00000,   2.77822,   0.31930,   0.36755,   0.89177,   0.08808,   0.02015,   0.97985,   1.11000,  12.82594,  12.53952,   2.90713,  24.96107,  22.48744,  10.71248,   0.74172,   0.12816,   0.10885
 188.00000,   1.00000,   2.57258,   0.37726,   0.44003,   0.87793,   0.08146,   0.04061,   0.95939,   1.40000,  13.84335,  13.50245,   2.83967,  17.92267,  12.80191,  10.70871,   0.73716,   0.15289,   0.16232
 189.00000,   1.00000,   2.53336,   0.32027,   0.42682,   0.85303,   0.12501,   0.02196,   0.97804,   1.46000,  13.10402,  13.02894,   2.38900,  26.32602,  18.03151,  11.29787,   0.80441,   0.32227,   0.07438
 190.00000,   1.00000,   2.07813,   0.29044,   0.47017,   0.82784,   0.14480,   0.02737,   0.97263,   1.22000,  10.46821,  10.44515,   2.18349,  29.39162,  24.09150,   8.93464,   0.73631,   0.22257,   0.08384
 191.00000,   1.00000,   2.33504,   0.30473,   0.41758,   0.86908,   0.10461,   0.02631,   0.97369,   1.73000,  14.39999,  10.07958,   2.68475,  29.36630,  16.97473,   8.59181,   0.69134,   0.47051,   0.08441
 192.00000,   1.00000,   1.83916,   0.29776,   0.52956,   0.79716,   0.16265,   0.04018,   0.95982,   1.36000,  10.51682,   9.80375,   1.82059,  26.92846,  19.80033,   8.67410,   0.75889,   0.29648,   0.06757
 193.00000,   1.00000,   1.98670,   0.27488,   0.48830,   0.80304,   0.17245,   0.02451,   0.97549,   1.32000,  10.19253,   9.67782,   2.10930,  16.84264,  12.75957,   8.18776,   0.70800,   0.27074,   0.10637
 194.00000,   1.00000,   3.11759,   0.33718,   0.37983,   0.87265,   0.11255,   0.01480,   0.98520,   1.24000,  13.51393,  13.48846,   2.48928,  29.06189,  23.43701,  12.28750,   0.83575,   0.27893,   0.15365
 195.00000,   1.00000,   1.50423,   0.24429,   0.50247,   0.83779,   0.11557,   0.04665,   0.95335,   1.15000,   6.46793,   6.27812,   2.35448,  16.08761,  13.98923,   5.40282,   0.56708,   0.20559,   0.06872
 196.00000,   1.00000,   2.11841,   0.32021,   0.50522,   0.80631,   0.16078,   0.03291,   0.96709,   1.25000,  10.43643,  10.49701,   2.09117,  16.57615,  13.26092,   8.93780,   0.75811,   0.13282,   0.04375
 197.00000,   1.00000,   2.07633,   0.28265,   0.47887,   0.81083,   0.16537,   0.02380,   0.97620,   1.03000,  11.23379,  10.30603,   2.16125,  30.66165,  29.76860,   9.20600,   0.74969,   0.13472,   0.07439
 198.00000,   1.00000,   1.72906,   0.26511,   0.52902,   0.77730,   0.19074,   0.03197,   0.96803,   1.18000,   9.72395,   9.64027,   1.98729,  29.04483,  24.61426,   8.04453,   0.70796,   0.24139,   0.10646
 199.00000,   1.00000,   2.40621,   0.32139,   0.48099,   0.80385,   0.17419,   0.02196,   0.97804,   0.85000,  19.42198,  11.54026,   2.26405,  17.76390,  20.89872,  10.00127,   0.77768,   0.02081,   0.05212
 200.00000,   2.00000,  10.57639,   0.40309,   0.08222,   0.99007,   0.00409,   0.00584,   0.99416,   1.73000,  24.46146,  21.17570,   6.80872,   9.58646,   5.54131,  13.04739,   0.53045,   0.14539,   0.49299
 201.00000,   2.00000,  96.53149,   5.05139,   0.49324,   0.70625,   0.29269,   0.00106,   0.99894,   1.91000, 524.72260, 505.54950,   1.17000,   1.96420,   1.02838, 277.54947,   3.63619,   0.38996,   7.44513
 202.00000,   2.00000,  37.95188,   0.68618,   0.03181,   0.99686,   0.00122,   0.00191,   0.99809,   2.48000,  39.74749,  35.64568,  10.77670,   9.65054,   3.89135,  21.95217,   0.53693,  -0.22669,   0.28132
 203.00000,   2.00000,  15.38368,   0.49452,   0.06667,   0.99218,   0.00342,   0.00440,   0.99560,   1.37000,  25.28570,  25.11875,   6.29447,  10.58970,   7.72971,  14.53158,   0.53761,   0.26075,   0.72765
 204.00000,   2.00000, 308.99179,  12.22259,   0.50270,   0.68673,   0.31282,   0.00045,   0.99955,   2.71000,2008.62817,1940.99255,   2.25242,   1.09892,   0.40551,1275.06934,   8.45624,  -0.16845,   3.47807
 205.00000,   2.00000,   5.80950,   0.14387,   0.05855,   0.99079,   0.00751,   0.00170,   0.99830,   2.23000,   9.59339,   8.99081,   7.30392,  11.90104,   5.33679,   5.97937,   0.34859,  -0.42659,   0.09296
 206.00000,   2.00000,   5.77113,   0.18927,   0.06991,   0.99108,   0.00481,   0.00411,   0.99589,   2.00000,   6.53761,   6.05053,  13.61940,  24.46067,  12.23033,   4.63516,   0.25238,   0.04473,   0.35483
 207.00000,   2.00000,  60.10381,   0.83227,   0.02315,   0.99763,   0.00124,   0.00113,   0.99887,   2.33000,  76.53535,  62.70548,   9.90721,   7.03288,   3.01840,  51.38210,   0.96736,  -0.04808,   0.89557
 208.00000,   2.00000, 113.86275,   3.94899,   0.27080,   0.90594,   0.09348,   0.00058,   0.99942,   2.37000, 415.97632, 411.43265,   2.50345,   2.01491,   0.85017, 217.65511,   2.89222,  -0.02935,   1.65211
 209.00000,   2.00000,  78.37782,   0.72443,   0.01601,   0.99807,   0.00152,   0.00041,   0.99959,   3.33000,  31.69924,  30.48242,  30.47647,  21.02852,   6.31487,  27.33938,   0.44245,  -0.32835,   0.37853
 210.00000,   2.00000,  78.28687,   1.43428,   0.03193,   0.99708,   0.00079,   0.00214,   0.99786,   2.92000, 148.03711, 129.67537,   9.48953,   6.34662,   2.17350,  77.63789,   1.09075,  -0.16554,   1.01625
 211.00000,   2.00000,   4.91455,   0.17581,   0.08787,   0.98554,   0.01113,   0.00334,   0.99666,   1.46000,   4.18013,   4.18013,  13.81771,  33.01329,  22.61185,   3.91519,   0.24720,   0.34667,   0.10251
 212.00000,   2.00000,  11.33166,   0.28667,   0.05271,   0.99303,   0.00458,   0.00239,   0.99761,   1.81000,   9.37436,   7.58718,  16.42735,  27.41465,  15.14622,   7.11577,   0.30885,  -0.07385,   0.14225
 213.00000,   2.00000, 780.61627,  17.64213,   0.18637,   0.94583,   0.05392,   0.00025,   0.99975,   3.60000,2677.92773,2452.46338,   3.03111,   1.10297,   0.30638,1887.22937,   9.22680,  -0.26712,   9.35615
 214.00000,   2.00000,  18.52372,   0.23897,   0.02607,   0.99644,   0.00295,   0.00061,   0.99939,   1.45000,   7.89988,   7.47622,  28.62601,  26.75149,  18.44930,   6.14695,   0.20865,   0.23535,   0.43296
 215.00000,   2.00000, 284.34702,  14.73505,   0.63269,   0.13040,   0.86855,   0.00105,   0.99895,   3.31000,1670.46228,1660.42395,   1.64747,   0.86484,   0.26128, 938.87531,   6.87476,   0.17139,   5.96869
 216.00000,   2.00000, 186.71132,  10.01355,   0.62367,   0.27576,   0.72314,   0.00109,   0.99891,   1.77000, 683.38531, 680.68958,   1.45062,   1.98475,   1.12133, 676.19897,   6.44197,   0.14862,   1.76831
 217.00000,   2.00000,  52.08000,   3.37064,   0.25804,   0.92283,   0.07273,   0.00445,   0.99555,   2.76000, 198.57747, 191.78355,   4.07653,   1.97097,   0.71412, 103.30141,   1.75874,  -0.32569,   4.12103
 218.00000,   2.00000,  44.40191,   0.30597,   0.01220,   0.99848,   0.00130,   0.00022,   0.99978,   1.40000,  20.41359,  17.24352,  24.65717,  14.49820,  10.35586,  13.05397,   0.31364,   0.15748,   0.49448
 219.00000,   2.00000,   2.86219,   0.16795,   0.14262,   0.97875,   0.01080,   0.01044,   0.98956,   1.38000,   4.55835,   4.53145,   7.34711,  34.42607,  24.94643,   4.00395,   0.32837,   0.42429,   0.04686
 220.00000,   2.00000, 288.29099,  12.84769,   0.58302,   0.49760,   0.50180,   0.00060,   0.99940,   2.74000,1100.83240,1100.83240,   1.24966,   1.61060,   0.58781, 985.69141,   7.81651,   0.14401,   1.32356
 221.00000,   2.00000,  24.70979,   0.69083,   0.05605,   0.99359,   0.00290,   0.00351,   0.99649,   1.42000,  39.55116,  33.49207,   7.01506,  11.55497,   8.13731,  27.02599,   0.80889,   0.29470,   0.48094
 222.00000,   2.00000,  13.50395,   0.41200,   0.07095,   0.98910,   0.00819,   0.00271,   0.99729,   1.51000,  16.04416,  15.82437,  11.30173,  17.37826,  11.50878,  10.49598,   0.38829,   0.15405,   0.53399
 223.00000,   2.00000,  21.07274,   0.65926,   0.06673,   0.99129,   0.00506,   0.00365,   0.99635,   1.32000,  22.56374,  21.43167,   7.13891,   6.85901,   5.19622,  18.68611,   0.68705,   0.18456,   0.74151
 224.00000,   2.00000, 178.72069,  10.21285,   0.49763,   0.70173,   0.29690,   0.00137,   0.99863,   3.33000,1151.78259,1143.20850,   1.67684,   1.27623,   0.38325, 647.78528,   5.70838,   0.01125,   3.54513
 225.00000,   2.00000,  26.83906,   0.51698,   0.03786,   0.99519,   0.00330,   0.00151,   0.99849,   1.49000,  38.72667,  38.18967,  10.32888,   6.70338,   4.49892,  23.48526,   0.58532,   0.24676,   0.73676
 226.00000,   2.00000, 185.97270,   7.17748,   0.42818,   0.78466,   0.21486,   0.00048,   0.99952,   2.56000,1097.27466,1080.51343,   1.33810,   1.44006,   0.56252, 751.64935,   6.57045,   0.25414,   2.21930
 227.00000,   2.00000,  44.93051,   1.25943,   0.05843,   0.99250,   0.00448,   0.00303,   0.99697,   1.85000, 168.66704, 135.01799,   3.95606,   3.16995,   1.71349,  89.33231,   1.72072,   0.19699,   1.38302
 228.00000,   2.00000,  19.17967,   0.94015,   0.15272,   0.96635,   0.02975,   0.00391,   0.99609,   2.50000,  56.97381,  52.31216,   3.95383,   5.67746,   2.27098,  30.39240,   0.96343,  -0.09896,   0.26666
 229.00000,   2.00000,  48.04170,   3.60589,   0.51929,   0.67751,   0.31944,   0.00305,   0.99695,   2.30000, 262.48602, 261.45868,   1.24725,   1.50693,   0.65519, 139.10838,   2.60564,  -0.00160,   4.32094
 230.00000,   2.00000,  53.13261,   0.46947,   0.01610,   0.99796,   0.00170,   0.00034,   0.99966,   2.08000,  25.77526,  23.39549,  27.83568,  17.65297,   8.48701,  17.41073,   0.33879,   0.06918,   0.43129
 231.00000,   2.00000,   2.45639,   0.42444,   0.54080,   0.81070,   0.13716,   0.05214,   0.94786,   1.42000,  11.38285,  10.25159,   2.07596,  11.60796,   8.17462,   6.48463,   0.57840,   0.37008,   0.22430
 232.00000,   2.00000,  79.47365,   3.56854,   0.18016,   0.95302,   0.04476,   0.00223,   0.99777,   1.97000, 239.02003, 234.34727,   2.88096,   2.87181,   1.45777, 138.20512,   2.21590,   0.41365,   4.03481
 233.00000,   2.00000,  54.21074,   2.94325,   0.28346,   0.90368,   0.09412,   0.00220,   0.99780,   2.48000, 186.65633, 179.71585,   2.81383,   2.75991,   1.11287, 145.16951,   2.63496,  -0.15284,   2.16604
 234.00000,   2.00000, 194.91145,  10.49939,   0.47541,   0.73257,   0.26623,   0.00119,   0.99881,   2.64000,1160.50647,1152.27002,   1.75811,   1.71314,   0.64892, 770.63812,   6.65814,  -0.09852,   1.76013
 235.00000,   2.00000,  52.97528,   2.37361,   0.18969,   0.94881,   0.04914,   0.00205,   0.99795,   2.90000, 209.34549, 186.68425,   3.07092,   2.61404,   0.90139, 110.72543,   2.04827,  -0.25531,   2.87583
 236.00000,   2.00000,  21.82384,   0.41165,   0.03674,   0.99538,   0.00314,   0.00148,   0.99852,   2.46000,  34.73412,  17.04550,  16.16579,  18.94928,   7.70296,  14.84627,   0.43972,  -0.16124,   0.35792
 237.00000,   2.00000,   3.70495,   0.62054,   0.54553,   0.78747,   0.16868,   0.04384,   0.95616,   1.85000,  23.08052,  21.00240,   1.96465,   5.28511,   2.85682,  12.91195,   0.82212,   0.09770,   0.64585
 238.00000,   2.00000,   4.03344,   0.18403,   0.11518,   0.98037,   0.01442,   0.00521,   0.99479,   1.47000,   4.63761,   4.63382,  10.03827,  27.83881,  18.93797,   3.83930,   0.27266,   0.50143,   0.08442
 239.00000,   2.00000,  17.93702,   1.28437,   0.24109,   0.93632,   0.05660,   0.00708,   0.99292,   1.46000,  57.18952,  54.98228,   2.96110,   5.03799,   3.45068,  30.40672,   1.03502,   0.31596,   1.50868
 240.00000,   2.00000,  76.34766,   1.19102,   0.02980,   0.99622,   0.00275,   0.00102,   0.99898,   2.15000,  95.24841,  92.85230,   8.48154,   5.85877,   2.72501,  54.10516,   0.92328,   0.20945,   0.27961
 241.00000,   2.00000,  19.29514,   0.88161,   0.11336,   0.98124,   0.01329,   0.00546,   0.99454,   2.21000,  45.59285,  40.34306,   4.03949,   5.87462,   2.65820,  28.20844,   0.97845,   0.01918,   0.81288
 242.00000,   2.00000,  12.22608,   0.48803,   0.09944,   0.98334,   0.01260,   0.00406,   0.99594,   1.78000,  55.04589,  12.97524,   8.82381,  11.40634,   6.40806,  10.27328,   0.45431,   0.21831,   0.30780
 243.00000,   2.00000,   2.83439,   0.17898,   0.17947,   0.96275,   0.02953,   0.00771,   0.99229,   1.44000,   5.31897,   4.68378,   7.46268,  23.91229,  16.60576,   3.65116,   0.29595,   0.34312,   0.18949
 244.00000,   2.00000,  79.26249,   0.74571,   0.02010,   0.99717,   0.00253,   0.00030,   0.99970,   2.48000,  36.36280,  36.31969,  27.52760,  18.08936,   7.29410,  28.06772,   0.43663,  -0.02618,   1.20409
 245.00000,   2.00000, 123.05579,   7.68871,   0.59911,   0.44952,   0.54883,   0.00166,   0.99834,   2.79000, 509.43628, 509.12335,   1.16292,   2.32557,   0.83354, 386.32404,   4.83828,   0.06597,   4.22309
 246.00000,   2.00000, 120.31940,   7.57092,   0.46262,   0.75348,   0.24455,   0.00197,   0.99803,   2.95000, 595.28479, 558.27911,   2.05421,   2.42889,   0.82335, 349.94092,   4.32290,  -0.13007,   0.29675
 247.00000,   2.00000,2395.46094,  22.71347,   0.07053,   0.98502,   0.01492,   0.00006,   0.99994,   3.33000,3429.29565,3272.56079,   8.30598,   1.41357,   0.42450,2854.74097,   8.14147,  -0.04870,   5.03243
 248.00000,   2.00000, 268.44254,  14.89080,   0.60067,   0.43370,   0.56514,   0.00116,   0.99884,   3.48000,2944.19727,2552.08081,   1.58892,   0.68924,   0.19806,1536.53052,   9.04036,   0.18776,   1.32116
 249.00000,   2.00000,  42.18259,   1.00240,   0.04454,   0.99569,   0.00112,   0.00319,   0.99681,   2.16000,  87.79008,  87.79008,   5.29975,   6.95978,   3.22212,  51.84994,   1.12996,  -0.07805,   1.58513
 250.00000,   2.00000,  32.17602,   1.04148,   0.44681,   0.76258,   0.23714,   0.00027,   0.99973,   0.87000, 147.25777, 146.12181,   1.31017,   1.62193,   1.86429,  78.56157,   1.88688,   0.01829,   3.82803
 251.00000,   2.00000, 226.67123,   8.71895,   0.52153,   0.65322,   0.34637,   0.00040,   0.99960,   2.81000, 649.60510, 644.69177,   1.82044,   1.70779,   0.60776, 633.66119,   6.13176,  -0.51562,   1.62555
 252.00000,   2.00000, 311.64444,  13.21773,   0.45498,   0.75500,   0.24440,   0.00060,   0.99940,   3.13000,1999.05322,1825.53491,   2.16211,   1.03531,   0.33077,1212.65186,   8.19419,  -0.22211,   1.53062
 253.00000,   2.00000,  21.71366,   0.50043,   0.05346,   0.99175,   0.00672,   0.00153,   0.99847,   2.51000, 108.19370,  14.59498,  15.68758,  22.67904,   9.03547,  13.05749,   0.42232,  -0.44808,   0.76833
 254.00000,   2.00000,   9.03917,   0.24334,   0.05752,   0.99214,   0.00530,   0.00256,   0.99744,   1.78000,  39.51702,   9.33456,  10.75812,  19.49744,  10.95361,   7.37954,   0.35637,   0.01330,   0.19373
 255.00000,   2.00000,  11.83694,   0.27841,   0.04533,   0.99490,   0.00248,   0.00261,   0.99739,   1.21000,  72.75140,  14.81454,   9.59849,  14.37777,  11.88245,  10.70221,   0.43217,   0.13256,   0.06212
 256.00000,   2.00000,  80.85102,   3.72892,   0.20090,   0.94417,   0.05375,   0.00208,   0.99792,   1.69000, 293.03998, 255.90527,   3.19962,   2.48139,   1.46828, 145.70134,   2.24859,   0.25509,   0.12970
 257.00000,   2.00000, 179.83858,   8.15025,   0.45468,   0.75620,   0.24307,   0.00074,   0.99926,   2.66000,1019.10016, 961.55914,   2.01030,   1.16374,   0.43749, 511.30219,   4.81660,   0.07098,   1.03057
 258.00000,   2.00000,  44.44406,   0.62917,   0.04726,   0.99145,   0.00821,   0.00034,   0.99966,   2.08000,  21.45472,  18.09100,  30.06375,  33.44204,  16.07790,  14.87010,   0.31587,   0.37400,   0.41443
 259.00000,   2.00000,  23.82476,   0.38287,   0.03182,   0.99580,   0.00320,   0.00100,   0.99900,   1.85000,  15.26846,  14.50266,  24.49629,  18.68622,  10.10066,  10.47180,   0.27691,  -0.42655,   0.69855
 260.00000,   2.00000,  48.61742,   1.41256,   0.06353,   0.99108,   0.00607,   0.00285,   0.99715,   1.54000, 101.46220,  97.01801,   4.47585,   5.62782,   3.65443,  56.09475,   1.22136,   0.28991,   1.38273
 261.00000,   2.00000, 215.29234,   9.73306,   0.42550,   0.78915,   0.21007,   0.00078,   0.99922,   2.61000,1348.07703,1310.95081,   2.07944,   1.31965,   0.50561, 778.46948,   6.14470,   0.03183,   4.85280
 262.00000,   2.00000,  17.41799,   0.91303,   0.12028,   0.98550,   0.00380,   0.01070,   0.98930,   2.55000,  51.62584,  38.49026,   6.28726,   6.75496,   2.64900,  29.69667,   0.86973,  -0.04519,   2.04248
 263.00000,   2.00000,   7.38752,   0.39263,   0.12388,   0.98364,   0.00644,   0.00992,   0.99008,   1.72000,  23.33305,  16.42061,   4.63436,  11.20543,   6.51479,  10.63810,   0.55334,   0.16913,   0.47810
 264.00000,   2.00000,  29.36316,   0.47807,   0.03281,   0.99558,   0.00342,   0.00099,   0.99901,   2.25000,  93.57506,  34.15299,  11.93271,  11.03856,   4.90603,  22.49313,   0.54471,   0.04153,   0.94557
 265.00000,   2.00000, 196.38934,   4.37797,   0.14469,   0.96229,   0.03738,   0.00033,   0.99967,   1.81000, 519.75000, 519.14453,   4.72028,   2.28067,   1.26004, 330.59219,   3.08024,   0.26959,   6.57319
 266.00000,   2.00000, 138.41777,   8.38633,   0.61770,   0.34141,   0.65705,   0.00155,   0.99845,   2.32000,1229.83936,1199.09619,   1.21384,   1.50530,   0.64884, 624.81567,   5.57691,  -0.01413,   6.41721
 267.00000,   2.00000,  31.74869,   2.16992,   0.40050,   0.82288,   0.17416,   0.00296,   0.99704,   2.77000, 208.30571, 176.56670,   2.51265,   2.77516,   1.00186,  92.40558,   1.91239,  -0.17476,   3.10900
 268.00000,   2.00000,   6.03629,   0.21129,   0.08295,   0.98702,   0.00951,   0.00347,   0.99653,   1.47000,   6.80400,   6.70616,  10.51478,  26.24451,  17.85340,   5.46819,   0.31535,   0.29563,   0.21076
 269.00000,   2.00000,   4.64871,   0.50726,   0.29401,   0.94866,   0.01914,   0.03220,   0.96780,   2.49000,  17.31021,  14.61151,   3.32057,  13.75627,   5.52461,   9.63763,   0.60051,  -0.09182,   0.65986
 270.00000,   2.00000,  38.07170,   1.11419,   0.07885,   0.98587,   0.01227,   0.00186,   0.99814,   2.09000, 162.47198,  76.72494,   5.30179,   4.62692,   2.21384,  45.93197,   1.05847,  -0.03106,   0.13926
 271.00000,   2.00000,  17.45019,   0.49647,   0.05933,   0.99242,   0.00445,   0.00314,   0.99686,   1.54000,  18.81356,  18.63687,  10.57811,  20.12141,  13.06585,  16.60753,   0.56122,   0.25189,   0.36691
 272.00000,   2.00000,   3.89780,   0.59332,   0.66328,   0.41499,   0.55984,   0.02517,   0.97483,   1.42000,  26.60980,  26.06315,   1.15275,   8.09572,   5.70121,  15.53287,   0.92643,   0.37284,   0.67216
 273.00000,   2.00000,  58.09488,   2.98524,   0.26497,   0.91337,   0.08461,   0.00202,   0.99798,   2.51000, 189.05101, 188.35188,   3.00177,   3.00501,   1.19722, 101.76958,   1.92701,  -0.13226,   3.64904
 274.00000,   2.00000,  18.37656,   0.29489,   0.03507,   0.99489,   0.00428,   0.00082,   0.99918,   1.50000, 108.27513,  10.29170,  24.91438,  17.10116,  11.40077,   8.93452,   0.27705,   0.27193,   0.70300
 275.00000,   2.00000,  59.69740,   4.66749,   0.43275,   0.79681,   0.19905,   0.00414,   0.99586,   2.90000, 283.63474, 276.12115,   2.02841,   2.62204,   0.90415, 143.05705,   2.51149,  -0.16762,   0.50988
 276.00000,   2.00000,  21.38074,   0.55595,   0.05490,   0.99260,   0.00495,   0.00245,   0.99755,   1.40000,  39.31575,  38.25123,   5.54126,   6.79717,   4.85512,  22.33552,   0.70559,   0.42408,   1.40696
 277.00000,   2.00000,  22.22513,   0.62460,   0.05892,   0.99234,   0.00467,   0.00299,   0.99701,   2.64000,  31.02687,  28.49049,   9.37020,  12.81129,   4.85276,  19.85199,   0.59623,  -0.30189,   0.36471
 278.00000,   2.00000,  60.08971,   1.75572,   0.06860,   0.98930,   0.00827,   0.00242,   0.99758,   3.08000, 424.26178, 149.80656,   5.80741,   3.31094,   1.07498,  87.11785,   1.43495,  -0.39355,   1.43973
 279.00000,   2.00000,  40.44695,   2.77493,   0.45093,   0.77070,   0.22667,   0.00263,   0.99737,   2.15000, 200.18314, 165.58392,   2.18209,   1.87216,   0.87077, 106.37486,   2.33816,  -0.04974,   0.78019
 280.00000,   2.00000,  11.07824,   1.01569,   0.52127,   0.68983,   0.30451,   0.00566,   0.99434,   1.21000,  63.08099,  63.04741,   1.05182,   4.34594,   3.59168,  33.94061,   1.27855,   0.09712,   2.43235
 281.00000,   2.00000,  80.23731,   0.78523,   0.02038,   0.99717,   0.00250,   0.00033,   0.99967,   3.24000,  48.26621,  31.38535,  26.32808,  17.04617,   5.26116,  28.78128,   0.49261,  -0.29692,   1.66545
 282.00000,   2.00000,  26.70833,   1.27951,   0.17362,   0.95694,   0.04014,   0.00292,   0.99708,   1.57000, 136.37091,  69.66714,   3.56203,   3.71768,   2.36795,  37.61879,   1.09252,   0.06902,   1.09338
 283.00000,   2.00000,  17.00096,   0.29569,   0.03126,   0.99658,   0.00186,   0.00156,   0.99844,   1.65000,  45.90002,  12.77434,  15.00913,  18.31797,  11.10180,  10.16894,   0.35955,   0.41047,   0.36171
 284.00000,   2.00000, 104.04235,   6.52150,   0.47455,   0.73789,   0.26021,   0.00190,   0.99810,   2.58000, 531.45325, 514.87817,   1.86087,   1.76352,   0.68354, 307.30862,   3.94123,   0.04789,   0.58574
 285.00000,   2.00000, 119.14149,   7.45165,   0.53237,   0.64366,   0.35462,   0.00172,   0.99828,   2.83000, 766.05170, 612.84082,   1.33861,   1.09490,   0.38689, 402.74103,   4.71836,  -0.38071,   3.51558
 286.00000,   2.00000, 310.24335,  13.21275,   0.41562,   0.79858,   0.20076,   0.00067,   0.99933,   4.18000, 946.37646, 946.37646,   2.32623,   1.90727,   0.45629, 923.91357,   7.04736,  -0.64859,   2.99414
 287.00000,   2.00000,   7.55691,   0.70349,   0.26290,   0.94374,   0.03849,   0.01777,   0.98223,   2.11000,  24.89752,  23.31857,   3.81558,   6.43264,   3.04865,  12.82781,   0.60790,  -0.10380,   1.89776
 288.00000,   2.00000, 477.07928,  12.29293,   0.22523,   0.92855,   0.07115,   0.00029,   0.99971,   3.81000,1308.42371,1288.55200,   3.93583,   1.80202,   0.47297,1066.46216,   6.49829,  -0.00322,   5.45502
 289.00000,   2.00000, 524.77899,  14.72677,   0.30637,   0.88354,   0.11619,   0.00026,   0.99974,   2.86000,3660.89795,2635.90771,   2.63767,   1.23449,   0.43164,1847.14307,   9.81968,  -0.01027,   1.73450
 290.00000,   2.00000,  96.14915,   0.64951,   0.00903,   0.99920,   0.00041,   0.00039,   0.99961,   1.59000,  46.17471,  43.66561,  23.87971,  12.98505,   8.16670,  34.37305,   0.52592,   0.06609,   2.85796
 291.00000,   2.00000,  85.68359,   0.84213,   0.02717,   0.99567,   0.00410,   0.00022,   0.99978,   1.94000,  36.53668,  29.15247,  38.55123,  31.55822,  16.26712,  23.90675,   0.35433,   0.21374,   0.97104
 292.00000,   2.00000,   4.31152,   0.20018,   0.14550,   0.96814,   0.02837,   0.00349,   0.99651,   1.45000,   5.68667,   4.98520,  12.17083,  32.49616,  22.41115,   4.04239,   0.25615,   0.09006,   0.17024
 293.00000,   2.00000,  18.36652,   1.10641,   0.19825,   0.95155,   0.04317,   0.00528,   0.99472,   1.49000,  59.56641,  57.44720,   3.03856,   4.26479,   2.86227,  32.02524,   1.05703,   0.41194,   0.64342
 294.00000,   2.00000,  21.72654,   1.88194,   0.39377,   0.84050,   0.15304,   0.00646,   0.99354,   1.81000, 145.95372, 113.34460,   1.55213,   3.90843,   2.15936,  81.36749,   2.09242,   0.23437,   1.73596
 295.00000,   2.00000, 285.29099,   1.54437,   0.00692,   0.99937,   0.00037,   0.00025,   0.99975,   2.62000, 188.29927, 188.12601,  19.22835,   3.81659,   1.45671, 131.13577,   1.06195,   0.00380,   5.71377
 296.00000,   2.00000,  87.09238,   0.58358,   0.01018,   0.99888,   0.00085,   0.00027,   0.99973,   2.56000,  46.36901,  45.57455,  21.25677,  12.70446,   4.96268,  37.08084,   0.58291,   0.14187,   0.34291
 297.00000,   2.00000,  36.29961,   0.47008,   0.02890,   0.99575,   0.00373,   0.00052,   0.99948,   2.48000,  18.68144,  18.67934,  20.27196,  19.59385,   7.90074,  15.98429,   0.40019,  -0.08787,   0.22910
 298.00000,   2.00000,  18.25763,   0.92290,   0.14674,   0.96971,   0.02556,   0.00473,   0.99527,   1.42000,  51.31614,  50.59557,   3.47146,   6.52231,   4.59317,  29.31763,   0.96969,   0.19497,   1.62699
 299.00000,   2.00000,  15.87802,   0.78843,   0.16110,   0.96307,   0.03319,   0.00374,   0.99626,   1.59000,  44.58236,  42.19118,   3.43740,   4.02928,   2.53414,  24.94483,   0.91762,   0.23406,   0.23373
 300.00000,   3.00000,   9.97092,   2.23867,   0.67780,   0.75838,   0.12399,   0.11763,   0.88237,  10.82000,  42.99389,  36.99573,   1.89693,   4.48700,   0.41470,  21.49934,   0.96482,   1.99922,   1.84188
